Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2013-03,South Wales Police,South Wales Police,-3.649808,51.638618,On or near North Street,W01000991,Bridgend 001A,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.658828,51.634723,On or near Tudor Estate,W01000991,Bridgend 001A,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Anti-social behaviour,,
10359f87acb9b33b750280141747675bae558bd1f1bfb0a80a137566b65b0a67,2013-03,South Wales Police,South Wales Police,-3.649808,51.638618,On or near North Street,W01000991,Bridgend 001A,Criminal damage and arson,Investigation complete; no suspect identified,
02f9dcb59349ed8a3401ac36949ca5f7bc9c3ef4f83f9dc654f58d30b069c628,2013-03,South Wales Police,South Wales Police,-3.658828,51.634723,On or near Tudor Estate,W01000991,Bridgend 001A,Criminal damage and arson,Investigation complete; no suspect identified,
d92cffe4eb68be47e918b8b08eae0043007d4246ddfd58721737cbe19a75b737,2013-03,South Wales Police,South Wales Police,-3.651202,51.639596,On or near Cymer Road,W01000991,Bridgend 001A,Criminal damage and arson,Investigation complete; no suspect identified,
d2567ddddac9a9655b0f5e95c7bedc00aba3ae989d13b6dd326075a290abab33,2013-03,South Wales Police,South Wales Police,-3.658207,51.633158,On or near Woodlands Terrace,W01000991,Bridgend 001A,Drugs,Offender given a caution,
3d2a16c0bcb7fdc750dff444003d5280fe43f507d3b4af25498a265f50fe7ebe,2013-03,South Wales Police,South Wales Police,-3.658966,51.633363,On or near Dyffryn Road,W01000991,Bridgend 001A,Violent crime,Offender sent to prison,
,2013-03,South Wales Police,South Wales Police,-3.655989,51.636130,On or near Dan-Y-Bryn,W01000992,Bridgend 001B,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.653195,51.636790,On or near Treharne Road,W01000992,Bridgend 001B,Anti-social behaviour,,
9f9c6bd122f8fa48a7fae1f1910b8cbcae6f26fa48f8263d0eea25a1ca64a570,2013-03,South Wales Police,South Wales Police,-3.653195,51.636790,On or near Treharne Road,W01000992,Bridgend 001B,Burglary,Investigation complete; no suspect identified,
fe0c0411f30a3fd606ea04a47401670f13dffb76dcc6e887edcd1a566e216f7f,2013-03,South Wales Police,South Wales Police,-3.653195,51.636790,On or near Treharne Road,W01000992,Bridgend 001B,Burglary,Investigation complete; no suspect identified,
919fd6ee99e017f92b5c04d1ce4225dd6a9cc8d02b1225b31fb48f07a4a219eb,2013-03,South Wales Police,South Wales Police,-3.652131,51.637740,On or near Victoria Street,W01000992,Bridgend 001B,Criminal damage and arson,Investigation complete; no suspect identified,
6666f631c4daac5b9899cd0dc48702d337a3edeee05baca01a8b7769c65d3889,2013-03,South Wales Police,South Wales Police,-3.653195,51.636790,On or near Treharne Road,W01000992,Bridgend 001B,Other theft,Investigation complete; no suspect identified,
fc36af044ed0a0a9da506b72dbf620b95608b0d0c4e460f6f346581489be487b,2013-03,South Wales Police,South Wales Police,-3.652131,51.637740,On or near Victoria Street,W01000992,Bridgend 001B,Public disorder and weapons,Under investigation,
0a7cbe68ca7f330595278d764033c0e38d5f2fa5625877ed42339f3138ef34a7,2013-03,South Wales Police,South Wales Police,-3.653195,51.636790,On or near Treharne Road,W01000992,Bridgend 001B,Public disorder and weapons,Offender otherwise dealt with,
,2013-03,South Wales Police,South Wales Police,-3.654602,51.634944,On or near Library Road,W01000993,Bridgend 001C,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.655710,51.632033,On or near Evans Terrace,W01000993,Bridgend 001C,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.655435,51.629645,On or near Margam Street,W01000993,Bridgend 001C,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.653729,51.635164,On or near Wesley Street,W01000993,Bridgend 001C,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.653353,51.633982,On or near Pleasant View,W01000993,Bridgend 001C,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.654602,51.634944,On or near Library Road,W01000993,Bridgend 001C,Anti-social behaviour,,
a4ea38f5ea8a8c37d4410920e2cda10f27ea0822e746688a79d3fe6f82eec59e,2013-03,South Wales Police,South Wales Police,-3.653729,51.635164,On or near Wesley Street,W01000993,Bridgend 001C,Burglary,Investigation complete; no suspect identified,
468942f75dc3c6ceddbd60180c9cbfaf8bdf6ce1c8bb62872cded16ff58428e0,2013-03,South Wales Police,South Wales Police,-3.656042,51.634007,On or near Grosvenor Terrace,W01000993,Bridgend 001C,Burglary,Investigation complete; no suspect identified,
c73541b13e93a220e36f604c29ff22a26ffbbd6d9637af15ce48c777b3f5b2f6,2013-03,South Wales Police,South Wales Police,-3.653988,51.633955,On or near Greenfield Terrace,W01000993,Bridgend 001C,Burglary,Investigation complete; no suspect identified,
ae90ad3217eacfb82b700a7fbf31a497d38e5f524e88322a2fa648d27a009b15,2013-03,South Wales Police,South Wales Police,-3.653988,51.633955,On or near Greenfield Terrace,W01000993,Bridgend 001C,Criminal damage and arson,Investigation complete; no suspect identified,
a4c459adefd44e2a36ba56e1332ee64266bcc4fd69f6810b22212f7a5f136e1f,2013-03,South Wales Police,South Wales Police,-3.653729,51.635164,On or near Wesley Street,W01000993,Bridgend 001C,Criminal damage and arson,Investigation complete; no suspect identified,
a11ae108ca74565f3547b5f716b8ee0ae8e594e975e0238163945067edec08ec,2013-03,South Wales Police,South Wales Police,-3.658055,51.632540,On or near Sports/Recreation Area,W01000993,Bridgend 001C,Criminal damage and arson,Investigation complete; no suspect identified,
c33969735d3aeac1013a3925153dbd1cf2af0d7a5636df24be58c0163f9fbb14,2013-03,South Wales Police,South Wales Police,-3.656435,51.634478,On or near Talana Terrace,W01000993,Bridgend 001C,Drugs,Under investigation,
179051cd27aa55760b3992f52d31201c004c7818a49b735709e50f0319841e71,2013-03,South Wales Police,South Wales Police,-3.655435,51.629645,On or near Margam Street,W01000993,Bridgend 001C,Drugs,Court case unable to proceed,
620e149bf86b6c0ad93d379a3e1b0677630331eccecdb344eb61c63612a01f2d,2013-03,South Wales Police,South Wales Police,-3.656770,51.630598,On or near Fowler'S Place,W01000993,Bridgend 001C,Vehicle crime,Investigation complete; no suspect identified,
67a5e8603fd0eb91b2dbd5436efbed3ccc710e549eca0947c5fc1de3f9404058,2013-03,South Wales Police,South Wales Police,-3.653729,51.635164,On or near Wesley Street,W01000993,Bridgend 001C,Violent crime,Investigation complete; no suspect identified,
74bdaad823a20d7dc6d1787a77f061c29cfc65aa63f973735cd4582b3a0da2b5,2013-03,South Wales Police,South Wales Police,-3.653729,51.635164,On or near Wesley Street,W01000993,Bridgend 001C,Violent crime,Investigation complete; no suspect identified,
,2013-03,South Wales Police,South Wales Police,-3.661204,51.623818,On or near Sports/Recreation Area,W01000994,Bridgend 001D,Anti-social behaviour,,
0ca7c87908693fd701cb414b805432fb073755dc9237f6c9729a3b469d37424d,2013-03,South Wales Police,South Wales Police,-3.660013,51.625219,On or near Oak Stream,W01000994,Bridgend 001D,Criminal damage and arson,Investigation complete; no suspect identified,
900ff1a7e11d788710837d6a3cfd5466ef0d84033438fb0f6c72c91697526c9a,2013-03,South Wales Police,South Wales Police,-3.658868,51.625119,On or near Hearts Of Oak Cottages,W01000994,Bridgend 001D,Criminal damage and arson,Investigation complete; no suspect identified,
54c1e442c72061f1cfcf27a20244ee40a754f2ab020f8b88b061a5413cda3606,2013-03,South Wales Police,South Wales Police,-3.655818,51.629064,On or near Dyffryn Place,W01000994,Bridgend 001D,Public disorder and weapons,Investigation complete; no suspect identified,
,2013-03,South Wales Police,South Wales Police,-3.665698,51.614384,On or near Heol Ty Gwyn,W01000995,Bridgend 001E,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.660906,51.621601,On or near Barnardo Street,W01000995,Bridgend 001E,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.660906,51.621601,On or near Barnardo Street,W01000995,Bridgend 001E,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.660906,51.621601,On or near Barnardo Street,W01000995,Bridgend 001E,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.660906,51.621601,On or near Barnardo Street,W01000995,Bridgend 001E,Anti-social behaviour,,
,2013-03,South Wales Police,South Wales Police,-3.660906,51.621601,On or near Barnardo Street,W01000995,Bridgend 001E,Anti-social behaviour,,
a93305ad461c6bdf686ce019ddaf73b689766d77f0737e7bcba3df706bbb7919,2013-03,South Wales Police,South Wales Police,-3.661336,51.620309,On or near Hill Street,W01000995,Bridgend 001E,Burglary,Investigation complete; no suspect identified,
76cdb201c865e1778c9ea4d8c0132a93ca2671b0974894032b48fb6e0e8c9b1d,2013-03,South Wales Police,South Wales Police,-3.662781,51.617951,On or near John Street,W01000995,Bridgend 001E,Criminal damage and arson,Under investigation,
c462d57520425696d4f5464da05186b6a6931d9d3dbdadbbe6eabb0848807891,2013-03,South Wales Police,South Wales Police,-3.665698,51.614384,On or near Heol Ty Gwyn,W01000995,Bridgend 001E,Criminal damage and arson,Investigation complete; no suspect identified,
5607fab77cc58982a5659ff6151ae29eab259b1462317f87520d0f9fec3161fa,2013-03,South Wales Police,South Wales Police,-3.662781,51.617951,On or near John Street,W01000995,Bridgend 001E,Public disorder and weapons,Offender given community sentence,
